Post_oldid,Real_ID,date,COVID_Post,RiskFactor_2_CTA,SocialDisparities_3_CTA,Debunk_4_CTA,UncertaintyReduction_5_CTA,Testing_6_CTA,Vaccine_7_CTA,Mental_8_YesNo,Emotion_9_Number,Praise_10_Number,Pop_11_Number,Language_12_Number,Action_13_CTA,Positive_14a_Number,Negative_14b_Number,Individual_14c_Number,Collective_14d_Number,State_ recode,Gov_poli,Trifecta,White_percent,minority_percent,Poverty_percent,ProspertiyRanking,year,month,day,state,cases
2207,2769,5/6/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,5,6,CO,464
2208,2770,4/24/20,1,88,88,88,1,88,88,0,0,0,0,1,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,24,CO,993
2209,2771,12/15/20,1,88,88,88,1,88,1,0,0,0,0,1,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,12,15,CO,3913
2211,2772,3/13/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,3,13,CO,29
2212,2773,7/21/20,1,88,88,88,1,88,88,0,0,0,1,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,7,21,CO,503
2213,2774,7/18/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,7,18,CO,402
2215,2775,3/26/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,3,26,CO,346
2217,2776,10/16/20,1,88,88,88,8,88,88,0,0,0,0,6,8,1,0,1,0,6,2,2,67.7,32.3,9.4,11,2020,10,16,CO,1269
2218,2777,9/16/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,9,16,CO,493
2219,5873,12/31/20,1,7,88,7,7,88,88,0,0,0,0,0,7,2,0,1,1,39,2,1,71.4,28.6,11.6,18,2020,12,31,RI,0
2220,5874,12/24/20,1,7,88,7,7,88,88,0,0,0,0,0,7,2,0,1,1,39,2,1,71.4,28.6,11.6,18,2020,12,24,RI,0
2221,5875,12/17/20,1,7,88,7,7,88,88,0,0,0,0,0,7,2,0,1,1,39,2,1,71.4,28.6,11.6,18,2020,12,17,RI,1081
2222,5876,12/10/20,1,7,88,7,7,88,88,0,0,0,0,0,7,2,0,1,1,39,2,1,71.4,28.6,11.6,18,2020,12,10,RI,948
2223,622,7/1/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,7,1,AK,42
2224,6768,12/19/20,1,88,88,88,2,88,88,0,0,0,0,0,2,1,0,1,0,49,2,3,80.9,16.3,10.4,10,2020,12,19,WI,4315
2225,4769,12/9/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,9,ID,2266
2226,4770,12/2/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,2,ID,1608
2229,4771,12/16/20,1,88,88,88,3,88,3,0,0,0,0,0,3,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,16,ID,1548
2233,5770,12/10/20,1,88,88,88,5,88,0,0,0,0,0,0,5,1,0,0,1,38,2,3,75.7,24.3,12,22,2020,12,10,PA,12021
2238,623,9/25/20,1,88,88,88,2,88,2,0,0,1,1,0,2,1,0,0,1,2,1,3,60.2,39.8,10.2,39,2020,9,25,AK,118
2240,3570,4/3/20,1,2,88,2,2,88,0,0,0,0,0,0,2,1,0,0,1,8,2,2,61.7,38.3,11.2,20,2020,4,3,DE,57
2242,624,11/24/20,1,14,88,88,14,88,88,0,0,0,0,0,14,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,11,24,AK,580
2243,625,11/25/20,1,14,88,88,14,88,88,0,0,0,0,0,14,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,11,25,AK,678
2248,6157,12/3/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,42,1,1,73.5,26.5,13.8,41,2020,12,3,TN,3684
2250,5463,12/16/20,1,88,88,1,1,88,88,0,0,0,0,0,1,0,0,0,0,32,2,2,55.3,44.7,13.1,15,2020,12,16,NY,9378
2260,3380,8/3/20,1,88,1,88,1,88,88,0,0,0,3,0,1,3,0,0,3,7,2,2,65.9,34.1,9.9,2,2020,8,3,CT,252
2265,3381,4/24/20,1,8,88,88,8,88,88,0,0,0,0,0,8,1,0,1,0,7,2,2,65.9,34.1,9.9,2,2020,4,24,CT,821
2269,3382,8/7/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,7,2,2,65.9,34.1,9.9,2,2020,8,7,CT,75
2271,3383,4/4/20,1,88,88,88,1,88,88,0,1,0,0,0,1,0,0,0,0,7,2,2,65.9,34.1,9.9,2,2020,4,4,CT,361
2281,3384,4/27/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,7,2,2,65.9,34.1,9.9,2,2020,4,27,CT,728
2285,3385,7/20/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,7,2,2,65.9,34.1,9.9,2,2020,7,20,CT,162
2286,3386,10/31/20,1,1,88,88,1,88,88,0,0,0,0,0,1,1,0,0,1,7,2,2,65.9,34.1,9.9,2,2020,10,31,CT,0
2287,3387,10/31/20,1,1,88,88,1,88,88,0,0,0,0,0,1,1,0,0,1,7,2,2,65.9,34.1,9.9,2,2020,10,31,CT,0
2288,1248,7/22/20,1,88,1,1,1,88,88,0,0,0,1,1,1,0,0,0,0,3,1,1,72,28,16,50,2020,7,22,AR,591
2289,2778,12/24/20,1,3,88,88,3,88,88,0,0,0,0,1,3,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,12,24,CO,2687
2290,1249,9/7/20,1,1,88,88,1,88,88,0,0,0,0,0,1,2,0,0,2,3,1,1,72,28,16,50,2020,9,7,AR,356
2291,2779,11/25/20,1,2,88,88,2,88,88,0,0,0,0,0,2,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,11,25,CO,4534
2294,626,3/7/20,1,8,88,88,8,88,88,0,0,0,0,0,8,1,0,0,1,2,1,3,60.2,39.8,10.2,39,2020,3,7,AK,
2296,3571,4/9/20,1,7,88,88,7,88,88,0,0,0,0,0,7,5,0,0,5,8,2,2,61.7,38.3,11.2,20,2020,4,9,DE,93
2297,2780,4/9/20,1,88,88,88,0,88,88,0,0,0,0,1,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,9,CO,547
2300,1250,6/5/20,1,1,88,88,1,88,88,0,0,0,0,0,1,3,0,3,0,3,1,1,72,28,16,50,2020,6,5,AR,226
2301,2362,7/22/20,1,88,88,2,2,88,88,0,0,0,0,0,2,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,7,22,CA,12162
2302,1251,8/6/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,3,1,1,72,28,16,50,2020,8,6,AR,735
2303,627,11/12/20,1,88,88,3,3,88,88,0,0,0,0,0,3,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,11,12,AK,478
2304,2781,6/26/20,1,88,88,2,2,88,88,0,0,0,0,0,2,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,6,26,CO,317
2305,4038,6/6/20,1,88,88,1,1,88,88,0,0,0,0,0,1,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,6,6,FL,1270
2306,2363,5/23/20,1,88,88,1,1,88,88,0,0,0,0,0,1,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,5,23,CA,2014
2309,1757,5/4/20,1,88,88,88,2,88,88,0,0,0,0,0,2,1,0,1,0,4,1,1,54.1,45.9,13.5,40,2020,5,4,AZ,279
2310,4975,12/29/20,1,88,88,2,2,88,88,0,0,0,0,0,2,0,0,0,0,14,1,1,78.4,21.6,11.9,35,2020,12,29,IN,3986
2311,1758,6/20/20,1,88,88,2,2,88,88,0,0,0,0,0,2,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,6,20,AZ,3284
2312,1252,4/29/20,1,88,88,0,0,88,88,0,0,0,0,0,0,0,0,0,0,3,1,1,72,28,16,50,2020,4,29,AR,80
2313,2782,10/17/20,1,88,88,1,1,88,88,0,0,0,0,0,1,3,0,0,3,6,2,2,67.7,32.3,9.4,11,2020,10,17,CO,1092
2314,1253,11/2/20,1,88,88,2,2,88,88,0,0,0,0,0,2,3,0,2,1,3,1,1,72,28,16,50,2020,11,2,AR,584
2315,1254,5/16/20,1,88,88,2,2,88,88,0,0,0,0,0,2,1,0,0,1,3,1,1,72,28,16,50,2020,5,16,AR,115
2316,1255,7/6/20,1,88,88,2,2,88,88,0,0,0,0,0,2,1,0,0,1,3,1,1,72,28,16,50,2020,7,6,AR,439
2317,2364,6/11/20,1,88,88,1,1,88,88,0,0,0,0,0,1,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,6,11,CA,3570
2318,6273,12/17/20,1,88,88,0,2,88,88,0,0,0,0,0,2,2,0,1,1,45,2,3,92.6,7.4,10.1,6,2020,12,17,VT,140
2319,1759,3/12/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,3,12,AZ,0
2320,163,10/29/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,10,29,AL,1443
2325,3572,11/6/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,11,6,DE,282
2326,164,10/14/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,10,14,AL,784
2327,165,3/6/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,3,6,AL,
2328,3388,3/12/20,1,88,88,2,2,88,88,0,0,0,0,0,2,1,0,0,1,7,2,2,65.9,34.1,9.9,2,2020,3,12,CT,3
2329,3573,10/28/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,10,28,DE,143
2330,3389,2/11/20,1,88,88,88,2,88,88,0,0,0,0,0,2,1,0,1,0,7,2,2,65.9,34.1,9.9,2,2020,2,11,CT,
2332,2783,3/10/20,1,88,88,88,2,88,2,0,0,0,0,0,2,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,3,10,CO,5
2333,2784,10/9/20,1,88,88,0,0,88,88,0,0,0,0,0,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,10,9,CO,882
2334,2785,4/4/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,4,CO,392
2336,3574,9/18/20,1,88,88,88,5,88,88,0,0,0,0,0,5,1,0,0,1,8,2,2,61.7,38.3,11.2,20,2020,9,18,DE,48
2337,6518,12/30/20,1,88,4,88,4,88,88,0,0,0,0,0,4,0,0,0,0,48,1,1,92,8,16.2,48,2020,12,30,WV,1452
2338,5437,12/31/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,30,2,2,54.6,45.4,9.1,12,2020,12,31,NJ,5096
2339,1760,12/17/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,12,17,AZ,7184
2340,1761,12/17/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,12,17,AZ,7184
2341,5438,12/1/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,30,2,2,54.6,45.4,9.1,12,2020,12,1,NJ,4606
2342,5439,12/12/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,30,2,2,54.6,45.4,9.1,12,2020,12,12,NJ,6240
2343,5440,12/15/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,30,2,2,54.6,45.4,9.1,12,2020,12,15,NJ,3966
2344,5441,12/3/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,30,2,2,54.6,45.4,9.1,12,2020,12,3,NJ,4793
2345,5442,12/24/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,30,2,2,54.6,45.4,9.1,12,2020,12,24,NJ,4704
2346,5443,12/29/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,30,2,2,54.6,45.4,9.1,12,2020,12,29,NJ,3657
2347,5444,12/5/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,30,2,2,54.6,45.4,9.1,12,2020,12,5,NJ,5324
2348,5445,12/10/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,30,2,2,54.6,45.4,9.1,12,2020,12,10,NJ,5120
2349,5089,12/22/20,1,5,88,5,5,88,88,0,0,0,0,0,5,2,0,2,0,20,1,3,50,50,9.1,17,2020,12,22,MD,2321
2350,6158,12/17/20,1,4,88,4,4,88,88,0,0,0,0,0,4,2,0,2,0,42,1,1,73.5,26.5,13.8,41,2020,12,17,TN,8877
2351,2365,7/21/20,1,6,88,6,6,88,88,0,0,0,0,0,6,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,7,21,CA,10171
2352,2786,4/24/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,24,CO,993
2353,2787,4/27/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,27,CO,364
2354,2788,5/8/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,5,8,CO,455
2355,2789,8/12/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,8,12,CO,360
2356,2790,7/15/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,7,15,CO,479
2357,2791,7/9/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,7,9,CO,419
2358,2792,6/10/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,6,10,CO,151
2359,2793,6/13/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,6,13,CO,195
2360,2794,5/13/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,5,13,CO,339
2361,2795,12/25/20,1,5,88,88,5,88,88,0,0,0,0,0,5,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,12,25,CO,2615
2362,2796,11/16/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,11,16,CO,4482
2363,2366,11/28/20,1,1,88,88,1,88,88,0,0,0,0,0,1,2,0,1,1,5,2,2,36.5,63.5,11.8,25,2020,11,28,CA,13207
2364,2797,10/15/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,10,15,CO,1238
2365,2798,11/15/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,11,15,CO,3949
2366,2367,7/2/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,7,2,CA,8434
2367,2799,11/5/20,1,88,88,88,0,88,88,0,0,0,0,1,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,11,5,CO,3814
2368,5197,12/30/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,23,2,3,79.1,20.9,8.9,3,2020,12,30,MN,1997
2369,5198,12/12/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,23,2,3,79.1,20.9,8.9,3,2020,12,12,MN,4430
2370,5199,12/5/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,23,2,3,79.1,20.9,8.9,3,2020,12,5,MN,6308
2371,5607,12/2/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,34,1,1,83.7,16.3,10.5,9,2020,12,2,ND,480
2372,628,8/6/20,1,88,0,88,0,88,88,0,0,0,4,0,0,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,8,6,AK,40
2373,5525,12/4/20,1,88,88,88,4,88,88,0,0,0,0,0,4,1,0,0,1,33,2,1,62.6,37.4,13.6,27,2020,12,4,NC,5795
2374,1256,6/26/20,1,88,88,88,1,1,88,0,0,0,0,0,1,1,0,1,0,3,1,1,72,28,16,50,2020,6,26,AR,678
2375,629,9/15/20,1,88,88,1,1,1,88,0,0,0,0,0,1,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,9,15,AK,43
2376,4901,12/22/20,1,88,88,88,4,88,88,0,0,0,0,4,4,0,0,0,0,13,2,2,60.8,39.2,11.4,21,2020,12,22,IL,6348
2377,5526,12/10/20,1,7,88,88,7,88,88,0,0,0,0,0,7,2,0,0,2,33,2,1,62.6,37.4,13.6,27,2020,12,10,NC,5811
2378,2368,5/19/20,1,1,88,88,1,88,88,0,1,0,0,0,1,5,0,0,5,5,2,2,36.5,63.5,11.8,25,2020,5,19,CA,2038
2379,2800,10/18/20,1,88,88,88,1,88,88,1,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,10,18,CO,999
2380,5877,12/9/20,1,88,88,88,2,2,88,0,0,0,0,0,2,1,0,0,1,39,2,1,71.4,28.6,11.6,18,2020,12,9,RI,1232
2381,2801,11/12/20,1,88,88,88,1,88,88,1,3,0,0,0,1,4,0,3,1,6,2,2,67.7,32.3,9.4,11,2020,11,12,CO,5709
2382,3575,11/3/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,11,3,DE,115
2383,166,4/2/20,1,2,88,88,2,88,88,0,0,0,0,0,2,2,1,0,3,1,1,1,65.3,34.7,15.6,44,2020,4,2,AL,162
2384,5878,12/18/20,1,88,6,88,6,88,88,0,0,0,1,0,6,1,0,0,1,39,2,1,71.4,28.6,11.6,18,2020,12,18,RI,522
2385,2802,4/25/20,1,88,88,88,88,88,88,1,2,0,0,0,1,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,4,25,CO,712
2386,630,3/14/20,1,88,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,3,14,AK,0
2387,2369,3/27/20,1,88,1,88,1,1,88,0,0,0,0,0,1,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,3,27,CA,855
2388,2370,3/28/20,1,88,1,88,1,1,88,0,0,0,0,0,1,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,3,28,CA,651
2389,2371,3/23/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,3,23,CA,389
2390,2372,3/24/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,3,24,CA,404
2391,2373,3/22/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,3,22,CA,307
2392,2803,4/2/20,1,88,88,88,0,0,88,0,0,0,0,0,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,2,CO,382
2393,6343,12/10/20,1,88,88,1,1,88,88,0,0,0,0,0,1,0,1,0,1,46,2,1,61.2,38.8,9.9,19,2020,12,10,VA,3915
2394,1762,11/1/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,11,1,AZ,1522
2395,2804,5/15/20,1,88,1,88,88,88,88,1,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,5,15,CO,394
2396,3576,10/11/20,1,88,88,88,10,88,88,1,1,0,0,0,10,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,10,11,DE,132
2397,4772,12/15/20,1,88,88,1,1,88,88,0,0,0,0,0,1,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,15,ID,1607
2398,4773,12/11/20,1,88,88,3,3,88,88,0,0,0,0,0,3,2,0,1,1,12,1,1,81.6,18.4,11,23,2020,12,11,ID,1582
2399,4774,12/10/20,1,88,88,1,1,88,88,0,0,0,0,0,1,1,0,1,0,12,1,1,81.6,18.4,11,23,2020,12,10,ID,1675
2400,4775,12/9/20,1,88,88,1,1,88,88,0,0,0,0,0,1,1,0,1,0,12,1,1,81.6,18.4,11,23,2020,12,9,ID,2266
2401,4776,12/8/20,1,88,88,1,1,88,88,0,0,0,0,0,1,1,0,1,0,12,1,1,81.6,18.4,11,23,2020,12,8,ID,1978
2402,4777,12/16/20,1,88,88,1,1,88,88,0,0,0,0,0,1,1,0,1,0,12,1,1,81.6,18.4,11,23,2020,12,16,ID,1548
2403,4778,12/11/20,1,88,88,88,1,88,88,0,0,0,0,0,1,1,0,1,0,12,1,1,81.6,18.4,11,23,2020,12,11,ID,1582
2404,167,11/18/20,1,2,88,88,2,88,88,0,0,0,0,2,0,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,11,18,AL,2638
2405,5879,12/31/20,1,88,88,88,2,88,88,0,0,0,0,0,2,1,0,0,1,39,2,1,71.4,28.6,11.6,18,2020,12,31,RI,0
2406,5880,12/25/20,1,88,88,88,2,88,88,0,0,0,0,0,2,1,0,0,1,39,2,1,71.4,28.6,11.6,18,2020,12,25,RI,0
2407,5881,12/24/20,1,88,88,88,2,88,88,0,0,0,0,0,2,1,0,0,1,39,2,1,71.4,28.6,11.6,18,2020,12,24,RI,0
2408,5882,12/17/20,1,88,88,88,2,88,88,0,0,0,0,0,2,1,0,0,1,39,2,1,71.4,28.6,11.6,18,2020,12,17,RI,1081
2409,5883,12/10/20,1,88,88,88,2,88,88,0,0,0,0,0,2,1,0,0,1,39,2,1,71.4,28.6,11.6,18,2020,12,10,RI,948
2410,631,11/17/20,1,5,88,88,5,88,88,0,0,0,0,0,5,2,0,0,2,2,1,3,60.2,39.8,10.2,39,2020,11,17,AK,641
2411,2805,11/12/20,1,5,88,88,5,88,88,0,0,0,0,0,5,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,11,12,CO,5709
2412,632,10/18/20,1,88,88,88,2,2,88,0,0,0,0,0,2,2,0,0,2,2,1,3,60.2,39.8,10.2,39,2020,10,18,AK,224
2413,4902,12/16/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,13,2,2,60.8,39.2,11.4,21,2020,12,16,IL,7033
2414,4903,12/7/20,1,1,88,88,1,88,88,0,0,0,0,0,1,2,0,1,1,13,2,2,60.8,39.2,11.4,21,2020,12,7,IL,8867
2415,1763,7/3/20,1,2,88,88,2,88,88,0,0,0,0,0,2,2,0,2,0,4,1,1,54.1,45.9,13.5,40,2020,7,3,AZ,4399
2416,3390,6/23/20,1,88,88,1,1,88,88,0,0,0,0,0,1,1,0,0,1,7,2,2,65.9,34.1,9.9,2,2020,6,23,CT,117
2418,2374,3/20/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,3,20,CA,216
2419,168,4/16/20,1,88,88,88,6,88,88,0,0,0,0,0,6,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,4,16,AL,163
2420,169,9/19/20,1,88,88,88,8,88,88,0,0,0,0,0,8,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,9,19,AL,1301
2421,170,7/27/20,1,88,88,88,8,88,88,0,0,0,0,0,8,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,7,27,AL,1821
2422,171,7/9/20,1,88,88,88,8,88,88,0,0,0,0,0,8,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,7,9,AL,2212
2423,172,11/2/20,1,88,88,88,8,88,88,0,0,0,0,0,8,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,11,2,AL,907
2424,1764,8/15/20,1,88,88,88,1,1,88,0,0,0,0,0,1,1,0,0,1,4,1,1,54.1,45.9,13.5,40,2020,8,15,AZ,860
2425,1765,7/14/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,7,14,AZ,4209
2426,2375,7/24/20,1,88,88,88,3,88,88,0,0,0,0,1,3,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,7,24,CA,9921
2427,2376,7/11/20,1,88,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,7,11,CA,8525
2428,5527,12/27/20,1,88,88,1,1,88,88,0,0,0,0,0,1,0,0,0,0,33,2,1,62.6,37.4,13.6,27,2020,12,27,NC,2725
2429,2806,5/27/20,1,88,88,88,3,3,88,0,0,0,0,0,3,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,5,27,CO,222
2430,6159,12/23/20,1,88,88,88,2,2,88,0,0,0,0,1,2,0,0,0,0,42,1,1,73.5,26.5,13.8,41,2020,12,23,TN,7851
2431,6160,12/22/20,1,88,88,88,2,2,88,0,0,0,0,1,2,0,0,0,0,42,1,1,73.5,26.5,13.8,41,2020,12,22,TN,4330
2432,6161,12/31/20,1,88,88,88,2,2,88,0,0,0,0,1,2,0,0,0,0,42,1,1,73.5,26.5,13.8,41,2020,12,31,TN,6122
2433,1257,9/10/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,3,1,1,72,28,16,50,2020,9,10,AR,548
2434,5200,12/6/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,23,2,3,79.1,20.9,8.9,3,2020,12,6,MN,5581
2435,1258,8/21/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,3,1,1,72,28,16,50,2020,8,21,AR,887
2436,1259,9/8/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,3,1,1,72,28,16,50,2020,9,8,AR,477
2437,1260,8/29/20,1,88,88,88,3,3,88,0,0,0,0,0,3,0,0,0,0,3,1,1,72,28,16,50,2020,8,29,AR,795
2438,1261,9/18/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,3,1,1,72,28,16,50,2020,9,18,AR,871
2439,1262,8/11/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,3,1,1,72,28,16,50,2020,8,11,AR,383
2440,1263,9/25/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,3,1,1,72,28,16,50,2020,9,25,AR,897
2441,1264,7/6/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,3,1,1,72,28,16,50,2020,7,6,AR,439
2442,4039,9/23/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,23,FL,2590
2443,4040,9/20/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,20,FL,2521
2444,4041,9/19/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,19,FL,3573
